Input,Paraphrase,Type
2024-06-17,"May 17, 2024",0
2024-06-17,"July 32, 2093",0
2024-06-17,Random date text,0
2025-05-09,"May 09, 2025",1
2025-05-09,09-05-2025,1
2025-05-09,09 May 2025,1
2025-05-09,2025/05/09,1
2025-05-09,09/May/2025,1
2025-05-09,2025/09/05,0
2025-05-09,May 2025 09,0
2025-05-09,"May 09, 2032",0
2025-05-09,"December 09, 2025",0
2025-05-09,"February 31, 2083",0
2025-05-09,Random date text,0
2024-06-30,"June 30, 2024",1
2024-06-30,30-06-2024,1
2024-06-30,30 June 2024,1
2024-06-30,2024/06/30,1
2024-06-30,30/June/2024,1
2024-06-30,2024/30/06,0
2024-06-30,June 2024 30,0
2024-06-30,"June 30, 2033",0
2024-06-30,"February 30, 2024",0
2024-06-30,"August 41, 2059",0
2024-06-30,Random date text,0
2025-03-04,"March 04, 2025",1
2025-03-04,04-03-2025,1
2025-03-04,04 March 2025,1
2025-03-04,2025/03/04,1
2025-03-04,04/March/2025,1
2025-03-04,2025/04/03,0
2025-03-04,March 2025 04,0
2025-03-04,"March 04, 2027",0
2025-03-04,"August 04, 2025",0
2025-03-04,"March 36, 2093",0
2025-03-04,Random date text,0
2024-06-07,"June 07, 2024",1
2024-06-07,07-06-2024,1
2024-06-07,07 June 2024,1
2024-06-07,2024/06/07,1
2024-06-07,07/June/2024,1
2024-06-07,2024/07/06,0
2024-06-07,June 2024 07,0
2024-06-07,"June 07, 2015",0
2024-06-07,"March 07, 2024",0
2024-06-07,"May 33, 2088",0
2024-06-07,Random date text,0
2024-08-08,"August 08, 2024",1
2024-08-08,08-08-2024,1
2024-08-08,08 August 2024,1
2024-08-08,2024/08/08,1
2024-08-08,08/August/2024,1
2024-08-08,2024/08/08,0
2024-08-08,August 2024 08,0
2024-08-08,"August 08, 2019",0
2024-08-08,"July 08, 2024",0
2024-08-08,"January 38, 2093",0
2024-08-08,Random date text,0
2024-10-19,"October 19, 2024",1
2024-10-19,19-10-2024,1
2024-10-19,19 October 2024,1
2024-10-19,2024/10/19,1
2024-10-19,19/October/2024,1
2024-10-19,2024/19/10,0
2024-10-19,October 2024 19,0
2024-10-19,"October 19, 2028",0
2024-10-19,"May 19, 2024",0
2024-10-19,"January 32, 2005",0
2024-10-19,Random date text,0
2024-09-21,"September 21, 2024",1
2024-09-21,21-09-2024,1
2024-09-21,21 September 2024,1
2024-09-21,2024/09/21,1
2024-09-21,21/September/2024,1
2024-09-21,2024/21/09,0
2024-09-21,September 2024 21,0
2024-09-21,"September 21, 2029",0
2024-09-21,"November 21, 2024",0
2024-09-21,"August 37, 2041",0
2024-09-21,Random date text,0
2025-05-19,"May 19, 2025",1
2025-05-19,19-05-2025,1
2025-05-19,19 May 2025,1
2025-05-19,2025/05/19,1
2025-05-19,19/May/2025,1
2025-05-19,2025/19/05,0
2025-05-19,May 2025 19,0
2025-05-19,"May 19, 2027",0
2025-05-19,"April 19, 2025",0
2025-05-19,"February 29, 2044",0
2025-05-19,Random date text,0
2025-03-01,"March 01, 2025",1
2025-03-01,01-03-2025,1
2025-03-01,01 March 2025,1
2025-03-01,2025/03/01,1
2025-03-01,01/March/2025,1
2025-03-01,2025/01/03,0
2025-03-01,March 2025 01,0
2025-03-01,"March 01, 2023",0
2025-03-01,"December 01, 2025",0
2025-03-01,"November 36, 2096",0
2025-03-01,Random date text,0
2025-05-20,"May 20, 2025",1
2025-05-20,20-05-2025,1
2025-05-20,20 May 2025,1
2025-05-20,2025/05/20,1
2025-05-20,20/May/2025,1
2025-05-20,2025/20/05,0
2025-05-20,May 2025 20,0
2025-05-20,"May 20, 2029",0
2025-05-20,"March 20, 2025",0
2025-05-20,"June 39, 2057",0
2025-05-20,Random date text,0
2025-01-19,"January 19, 2025",1
2025-01-19,19-01-2025,1
2025-01-19,19 January 2025,1
2025-01-19,2025/01/19,1
2025-01-19,19/January/2025,1
2025-01-19,2025/19/01,0
2025-01-19,January 2025 19,0
2025-01-19,"January 19, 2023",0
2025-01-19,"June 19, 2025",0
2025-01-19,"December 33, 2080",0
2025-01-19,Random date text,0
2025-05-14,"May 14, 2025",1
2025-05-14,14-05-2025,1
2025-05-14,14 May 2025,1
2025-05-14,2025/05/14,1
2025-05-14,14/May/2025,1
2025-05-14,2025/14/05,0
2025-05-14,May 2025 14,0
2025-05-14,"May 14, 2028",0
2025-05-14,"February 14, 2025",0
2025-05-14,"February 29, 2098",0
2025-05-14,Random date text,0
2024-07-11,"July 11, 2024",1
2024-07-11,11-07-2024,1
2024-07-11,11 July 2024,1
2024-07-11,2024/07/11,1
2024-07-11,11/July/2024,1
2024-07-11,2024/11/07,0
2024-07-11,July 2024 11,0
2024-07-11,"July 11, 2027",0
2024-07-11,"December 11, 2024",0
2024-07-11,"December 32, 2018",0
2024-07-11,Random date text,0
2025-05-29,"May 29, 2025",1
2025-05-29,29-05-2025,1
2025-05-29,29 May 2025,1
2025-05-29,2025/05/29,1
2025-05-29,29/May/2025,1
2025-05-29,2025/29/05,0
2025-05-29,May 2025 29,0
2025-05-29,"May 29, 2031",0
2025-05-29,"June 29, 2025",0
2025-05-29,"August 36, 2004",0
2025-05-29,Random date text,0
2025-02-02,"February 02, 2025",1
2025-02-02,02-02-2025,1
2025-02-02,02 February 2025,1
2025-02-02,2025/02/02,1
2025-02-02,02/February/2025,1
2025-02-02,2025/02/02,0
2025-02-02,February 2025 02,0
2025-02-02,"February 02, 2020",0
2025-02-02,"June 02, 2025",0
2025-02-02,"September 40, 2016",0
2025-02-02,Random date text,0
2024-12-29,"December 29, 2024",1
2024-12-29,29-12-2024,1
2024-12-29,29 December 2024,1
2024-12-29,2024/12/29,1
2024-12-29,29/December/2024,1
2024-12-29,2024/29/12,0
2024-12-29,December 2024 29,0
2024-12-29,"December 29, 2028",0
2024-12-29,"September 29, 2024",0
2024-12-29,"June 34, 2026",0
2024-12-29,Random date text,0
2025-05-12,"May 12, 2025",1
2025-05-12,12-05-2025,1
2025-05-12,12 May 2025,1
2025-05-12,2025/05/12,1
2025-05-12,12/May/2025,1
2025-05-12,2025/12/05,0
2025-05-12,May 2025 12,0
2025-05-12,"May 12, 2031",0
2025-05-12,"December 12, 2025",0
2025-05-12,"June 33, 2028",0
2025-05-12,Random date text,0
2024-08-15,"August 15, 2024",1
2024-08-15,15-08-2024,1
2024-08-15,15 August 2024,1
2024-08-15,2024/08/15,1
2024-08-15,15/August/2024,1
2024-08-15,2024/15/08,0
2024-08-15,August 2024 15,0
2024-08-15,"August 15, 2027",0
2024-08-15,"April 15, 2024",0
2024-08-15,"September 31, 2056",0
2024-08-15,Random date text,0
2025-01-07,"January 07, 2025",1
2025-01-07,07-01-2025,1
2025-01-07,07 January 2025,1
2025-01-07,2025/01/07,1
2025-01-07,07/January/2025,1
2025-01-07,2025/07/01,0
2025-01-07,January 2025 07,0
2025-01-07,"January 07, 2020",0
2025-01-07,"September 07, 2025",0
2025-01-07,"March 41, 2066",0
2025-01-07,Random date text,0
2025-04-20,"April 20, 2025",1
2025-04-20,20-04-2025,1
2025-04-20,20 April 2025,1
2025-04-20,2025/04/20,1
2025-04-20,20/April/2025,1
2025-04-20,2025/20/04,0
2025-04-20,April 2025 20,0
2025-04-20,"April 20, 2030",0
2025-04-20,"August 20, 2025",0
2025-04-20,"April 37, 2011",0
2025-04-20,Random date text,0
2025-04-29,"April 29, 2025",1
2025-04-29,29-04-2025,1
2025-04-29,29 April 2025,1
2025-04-29,2025/04/29,1
2025-04-29,29/April/2025,1
2025-04-29,2025/29/04,0
2025-04-29,April 2025 29,0
2025-04-29,"April 29, 2016",0
2025-04-29,"March 29, 2025",0
2025-04-29,"December 35, 2095",0
2025-04-29,Random date text,0
2024-10-26,"October 26, 2024",1
2024-10-26,26-10-2024,1
2024-10-26,26 October 2024,1
2024-10-26,2024/10/26,1
2024-10-26,26/October/2024,1
2024-10-26,2024/26/10,0
2024-10-26,October 2024 26,0
2024-10-26,"October 26, 2015",0
2024-10-26,"January 26, 2024",0
2024-10-26,"September 39, 2069",0
2024-10-26,Random date text,0
2024-09-26,"September 26, 2024",1
2024-09-26,26-09-2024,1
2024-09-26,26 September 2024,1
2024-09-26,2024/09/26,1
2024-09-26,26/September/2024,1
2024-09-26,2024/26/09,0
2024-09-26,September 2024 26,0
2024-09-26,"September 26, 2028",0
2024-09-26,"December 26, 2024",0
2024-09-26,"July 33, 2026",0
2024-09-26,Random date text,0
96568,"96,568",1
96568,"ninety-six thousand, five hundred and sixty-eight",1
96568,"96,568a",0
96568,96568-,0
96568,96569,0
96568,96567,0
96568,random text,0
96568,"ninety-sixthousand,fivehundredandsixty-eight",0
99213,"99,213",1
99213,"ninety-nine thousand, two hundred and thirteen",1
99213,"99,213a",0
99213,99213-,0
99213,99214,0
99213,99212,0
99213,random text,0
99213,"ninety-ninethousand,twohundredandthirteen",0
30221,"30,221",1
30221,"thirty thousand, two hundred and twenty-one",1
30221,"30,221a",0
30221,30221-,0
30221,30222,0
30221,30220,0
30221,random text,0
30221,"thirtythousand,twohundredandtwenty-one",0
9894,"9,894",1
9894,"nine thousand, eight hundred and ninety-four",1
9894,"9,894a",0
9894,9894-,0
9894,9895,0
9894,9893,0
9894,random text,0
9894,"ninethousand,eighthundredandninety-four",0
39645,"39,645",1
39645,"thirty-nine thousand, six hundred and forty-five",1
39645,"39,645a",0
39645,39645-,0
39645,39646,0
39645,39644,0
39645,random text,0
39645,"thirty-ninethousand,sixhundredandforty-five",0
38168,"38,168",1
38168,"thirty-eight thousand, one hundred and sixty-eight",1
38168,"38,168a",0
38168,38168-,0
38168,38169,0
38168,38167,0
38168,random text,0
38168,"thirty-eightthousand,onehundredandsixty-eight",0
18583,"18,583",1
18583,"eighteen thousand, five hundred and eighty-three",1
18583,"18,583a",0
18583,18583-,0
18583,18584,0
18583,18582,0
18583,random text,0
18583,"eighteenthousand,fivehundredandeighty-three",0
20597,"20,597",1
20597,"twenty thousand, five hundred and ninety-seven",1
20597,"20,597a",0
20597,20597-,0
20597,20598,0
20597,20596,0
20597,random text,0
20597,"twentythousand,fivehundredandninety-seven",0
22733,"22,733",1
22733,"twenty-two thousand, seven hundred and thirty-three",1
22733,"22,733a",0
22733,22733-,0
22733,22734,0
22733,22732,0
22733,random text,0
22733,"twenty-twothousand,sevenhundredandthirty-three",0
75865,"75,865",1
75865,"seventy-five thousand, eight hundred and sixty-five",1
75865,"75,865a",0
75865,75865-,0
75865,75866,0
75865,75864,0
75865,random text,0
75865,"seventy-fivethousand,eighthundredandsixty-five",0
15399,"15,399",1
15399,"fifteen thousand, three hundred and ninety-nine",1
15399,"15,399a",0
15399,15399-,0
15399,15400,0
15399,15398,0
15399,random text,0
15399,"fifteenthousand,threehundredandninety-nine",0
88058,"88,058",1
88058,eighty-eight thousand and fifty-eight,1
88058,"88,058a",0
88058,88058-,0
88058,88059,0
88058,88057,0
88058,random text,0
88058,eighty-eightthousandandfifty-eight,0
53127,"53,127",1
53127,"fifty-three thousand, one hundred and twenty-seven",1
53127,"53,127a",0
53127,53127-,0
53127,53128,0
53127,53126,0
53127,random text,0
53127,"fifty-threethousand,onehundredandtwenty-seven",0
6073,"6,073",1
6073,six thousand and seventy-three,1
6073,"6,073a",0
6073,6073-,0
6073,6074,0
6073,6072,0
6073,random text,0
6073,sixthousandandseventy-three,0
49967,"49,967",1
49967,"forty-nine thousand, nine hundred and sixty-seven",1
49967,"49,967a",0
49967,49967-,0
49967,49968,0
49967,49966,0
49967,random text,0
49967,"forty-ninethousand,ninehundredandsixty-seven",0
57028,"57,028",1
57028,fifty-seven thousand and twenty-eight,1
57028,"57,028a",0
57028,57028-,0
57028,57029,0
57028,57027,0
57028,random text,0
57028,fifty-seventhousandandtwenty-eight,0
96675,"96,675",1
96675,"ninety-six thousand, six hundred and seventy-five",1
96675,"96,675a",0
96675,96675-,0
96675,96676,0
96675,96674,0
96675,random text,0
96675,"ninety-sixthousand,sixhundredandseventy-five",0
54148,"54,148",1
54148,"fifty-four thousand, one hundred and forty-eight",1
54148,"54,148a",0
54148,54148-,0
54148,54149,0
54148,54147,0
54148,random text,0
54148,"fifty-fourthousand,onehundredandforty-eight",0
17809,"17,809",1
17809,"seventeen thousand, eight hundred and nine",1
17809,"17,809a",0
17809,17809-,0
17809,17810,0
17809,17808,0
17809,random text,0
17809,"seventeenthousand,eighthundredandnine",0
18373,"18,373",1
18373,"eighteen thousand, three hundred and seventy-three",1
18373,"18,373a",0
18373,18373-,0
18373,18374,0
18373,18372,0
18373,random text,0
18373,"eighteenthousand,threehundredandseventy-three",0
11670,"11,670",1
11670,"eleven thousand, six hundred and seventy",1
11670,"11,670a",0
11670,11670-,0
11670,11671,0
11670,11669,0
11670,random text,0
11670,"eleventhousand,sixhundredandseventy",0
92337,"92,337",1
92337,"ninety-two thousand, three hundred and thirty-seven",1
92337,"92,337a",0
92337,92337-,0
92337,92338,0
92337,92336,0
92337,random text,0
92337,"ninety-twothousand,threehundredandthirty-seven",0
86685,"86,685",1
86685,"eighty-six thousand, six hundred and eighty-five",1
86685,"86,685a",0
86685,86685-,0
86685,86686,0
86685,86684,0
86685,random text,0
86685,"eighty-sixthousand,sixhundredandeighty-five",0
96881,"96,881",1
96881,"ninety-six thousand, eight hundred and eighty-one",1
96881,"96,881a",0
96881,96881-,0
96881,96882,0
96881,96880,0
96881,random text,0
96881,"ninety-sixthousand,eighthundredandeighty-one",0
57465,"57,465",1
57465,"fifty-seven thousand, four hundred and sixty-five",1
57465,"57,465a",0
57465,57465-,0
57465,57466,0
57465,57464,0
57465,random text,0
57465,"fifty-seventhousand,fourhundredandsixty-five",0
18354,"18,354",1
18354,"eighteen thousand, three hundred and fifty-four",1
18354,"18,354a",0
18354,18354-,0
18354,18355,0
18354,18353,0
18354,random text,0
18354,"eighteenthousand,threehundredandfifty-four",0
97489,"97,489",1
97489,"ninety-seven thousand, four hundred and eighty-nine",1
97489,"97,489a",0
97489,97489-,0
97489,97490,0
97489,97488,0
97489,random text,0
97489,"ninety-seventhousand,fourhundredandeighty-nine",0
78189,"78,189",1
78189,"seventy-eight thousand, one hundred and eighty-nine",1
78189,"78,189a",0
78189,78189-,0
78189,78190,0
78189,78188,0
78189,random text,0
78189,"seventy-eightthousand,onehundredandeighty-nine",0
88159,"88,159",1
88159,"eighty-eight thousand, one hundred and fifty-nine",1
88159,"88,159a",0
88159,88159-,0
88159,88160,0
88159,88158,0
88159,random text,0
88159,"eighty-eightthousand,onehundredandfifty-nine",0
31679,"31,679",1
31679,"thirty-one thousand, six hundred and seventy-nine",1
31679,"31,679a",0
31679,31679-,0
31679,31680,0
31679,31678,0
31679,random text,0
31679,"thirty-onethousand,sixhundredandseventy-nine",0
86512,"86,512",1
86512,"eighty-six thousand, five hundred and twelve",1
86512,"86,512a",0
86512,86512-,0
86512,86513,0
86512,86511,0
86512,random text,0
86512,"eighty-sixthousand,fivehundredandtwelve",0
4947,"4,947",1
4947,"four thousand, nine hundred and forty-seven",1
4947,"4,947a",0
4947,4947-,0
4947,4948,0
4947,4946,0
4947,random text,0
4947,"fourthousand,ninehundredandforty-seven",0
68859,"68,859",1
68859,"sixty-eight thousand, eight hundred and fifty-nine",1
68859,"68,859a",0
68859,68859-,0
68859,68860,0
68859,68858,0
68859,random text,0
68859,"sixty-eightthousand,eighthundredandfifty-nine",0
5643,"5,643",1
5643,"five thousand, six hundred and forty-three",1
5643,"5,643a",0
5643,5643-,0
5643,5644,0
5643,5642,0
5643,random text,0
5643,"fivethousand,sixhundredandforty-three",0
31092,"31,092",1
31092,thirty-one thousand and ninety-two,1
31092,"31,092a",0
31092,31092-,0
31092,31093,0
31092,31091,0
31092,random text,0
31092,thirty-onethousandandninety-two,0
75232,"75,232",1
75232,"seventy-five thousand, two hundred and thirty-two",1
75232,"75,232a",0
75232,75232-,0
75232,75233,0
75232,75231,0
75232,random text,0
75232,"seventy-fivethousand,twohundredandthirty-two",0
79163,"79,163",1
79163,"seventy-nine thousand, one hundred and sixty-three",1
79163,"79,163a",0
79163,79163-,0
79163,79164,0
79163,79162,0
79163,random text,0
79163,"seventy-ninethousand,onehundredandsixty-three",0
32486,"32,486",1
32486,"thirty-two thousand, four hundred and eighty-six",1
32486,"32,486a",0
32486,32486-,0
32486,32487,0
32486,32485,0
32486,random text,0
32486,"thirty-twothousand,fourhundredandeighty-six",0
84334,"84,334",1
84334,"eighty-four thousand, three hundred and thirty-four",1
84334,"84,334a",0
84334,84334-,0
84334,84335,0
84334,84333,0
84334,random text,0
84334,"eighty-fourthousand,threehundredandthirty-four",0
10667,"10,667",1
10667,"ten thousand, six hundred and sixty-seven",1
10667,"10,667a",0
10667,10667-,0
10667,10668,0
10667,10666,0
10667,random text,0
10667,"tenthousand,sixhundredandsixty-seven",0
29049,"29,049",1
29049,twenty-nine thousand and forty-nine,1
29049,"29,049a",0
29049,29049-,0
29049,29050,0
29049,29048,0
29049,random text,0
29049,twenty-ninethousandandforty-nine,0
97419,"97,419",1
97419,"ninety-seven thousand, four hundred and nineteen",1
97419,"97,419a",0
97419,97419-,0
97419,97420,0
97419,97418,0
97419,random text,0
97419,"ninety-seventhousand,fourhundredandnineteen",0
14471,"14,471",1
14471,"fourteen thousand, four hundred and seventy-one",1
14471,"14,471a",0
14471,14471-,0
14471,14472,0
14471,14470,0
14471,random text,0
14471,"fourteenthousand,fourhundredandseventy-one",0
48110,"48,110",1
48110,"forty-eight thousand, one hundred and ten",1
48110,"48,110a",0
48110,48110-,0
48110,48111,0
48110,48109,0
48110,random text,0
48110,"forty-eightthousand,onehundredandten",0
8862,"8,862",1
8862,"eight thousand, eight hundred and sixty-two",1
8862,"8,862a",0
8862,8862-,0
8862,8863,0
8862,8861,0
8862,random text,0
8862,"eightthousand,eighthundredandsixty-two",0
20437,"20,437",1
20437,"twenty thousand, four hundred and thirty-seven",1
20437,"20,437a",0
20437,20437-,0
20437,20438,0
20437,20436,0
20437,random text,0
20437,"twentythousand,fourhundredandthirty-seven",0
29571,"29,571",1
29571,"twenty-nine thousand, five hundred and seventy-one",1
29571,"29,571a",0
29571,29571-,0
29571,29572,0
29571,29570,0
29571,random text,0
29571,"twenty-ninethousand,fivehundredandseventy-one",0
27369,"27,369",1
27369,"twenty-seven thousand, three hundred and sixty-nine",1
27369,"27,369a",0
27369,27369-,0
27369,27370,0
27369,27368,0
27369,random text,0
27369,"twenty-seventhousand,threehundredandsixty-nine",0
50393,"50,393",1
50393,"fifty thousand, three hundred and ninety-three",1
50393,"50,393a",0
50393,50393-,0
50393,50394,0
50393,50392,0
50393,random text,0
50393,"fiftythousand,threehundredandninety-three",0
4059,"4,059",1
4059,four thousand and fifty-nine,1
4059,"4,059a",0
4059,4059-,0
4059,4060,0
4059,4058,0
4059,random text,0
4059,fourthousandandfifty-nine,0
12579,"12,579",1
12579,"twelve thousand, five hundred and seventy-nine",1
12579,"12,579a",0
12579,12579-,0
12579,12580,0
12579,12578,0
12579,random text,0
12579,"twelvethousand,fivehundredandseventy-nine",0
81718,"81,718",1
81718,"eighty-one thousand, seven hundred and eighteen",1
81718,"81,718a",0
81718,81718-,0
81718,81719,0
81718,81717,0
81718,random text,0
81718,"eighty-onethousand,sevenhundredandeighteen",0
119,119,1
119,one hundred and nineteen,1
119,119a,0
119,119-,0
119,120,0
119,118,0
119,random text,0
119,onehundredandnineteen,0
50863,"50,863",1
50863,"fifty thousand, eight hundred and sixty-three",1
50863,"50,863a",0
50863,50863-,0
50863,50864,0
50863,50862,0
50863,random text,0
50863,"fiftythousand,eighthundredandsixty-three",0
20843,"20,843",1
20843,"twenty thousand, eight hundred and forty-three",1
20843,"20,843a",0
20843,20843-,0
20843,20844,0
20843,20842,0
20843,random text,0
20843,"twentythousand,eighthundredandforty-three",0
18188,"18,188",1
18188,"eighteen thousand, one hundred and eighty-eight",1
18188,"18,188a",0
18188,18188-,0
18188,18189,0
18188,18187,0
18188,random text,0
18188,"eighteenthousand,onehundredandeighty-eight",0
12671,"12,671",1
12671,"twelve thousand, six hundred and seventy-one",1
12671,"12,671a",0
12671,12671-,0
12671,12672,0
12671,12670,0
12671,random text,0
12671,"twelvethousand,sixhundredandseventy-one",0
75577,"75,577",1
75577,"seventy-five thousand, five hundred and seventy-seven",1
75577,"75,577a",0
75577,75577-,0
75577,75578,0
75577,75576,0
75577,random text,0
75577,"seventy-fivethousand,fivehundredandseventy-seven",0
32330,"32,330",1
32330,"thirty-two thousand, three hundred and thirty",1
32330,"32,330a",0
32330,32330-,0
32330,32331,0
32330,32329,0
32330,random text,0
32330,"thirty-twothousand,threehundredandthirty",0
18490,"18,490",1
18490,"eighteen thousand, four hundred and ninety",1
18490,"18,490a",0
18490,18490-,0
18490,18491,0
18490,18489,0
18490,random text,0
18490,"eighteenthousand,fourhundredandninety",0
46548,"46,548",1
46548,"forty-six thousand, five hundred and forty-eight",1
46548,"46,548a",0
46548,46548-,0
46548,46549,0
46548,46547,0
46548,random text,0
46548,"forty-sixthousand,fivehundredandforty-eight",0
65300,"65,300",1
65300,"sixty-five thousand, three hundred",1
65300,"65,300a",0
65300,65300-,0
65300,65301,0
65300,65299,0
65300,random text,0
65300,"sixty-fivethousand,threehundred",0
2130,"2,130",1
2130,"two thousand, one hundred and thirty",1
2130,"2,130a",0
2130,2130-,0
2130,2131,0
2130,2129,0
2130,random text,0
2130,"twothousand,onehundredandthirty",0
45344,"45,344",1
45344,"forty-five thousand, three hundred and forty-four",1
45344,"45,344a",0
45344,45344-,0
45344,45345,0
45344,45343,0
45344,random text,0
45344,"forty-fivethousand,threehundredandforty-four",0
52592,"52,592",1
52592,"fifty-two thousand, five hundred and ninety-two",1
52592,"52,592a",0
52592,52592-,0
52592,52593,0
52592,52591,0
52592,random text,0
52592,"fifty-twothousand,fivehundredandninety-two",0
29901,"29,901",1
29901,"twenty-nine thousand, nine hundred and one",1
29901,"29,901a",0
29901,29901-,0
29901,29902,0
29901,29900,0
29901,random text,0
29901,"twenty-ninethousand,ninehundredandone",0
20027,"20,027",1
20027,twenty thousand and twenty-seven,1
20027,"20,027a",0
20027,20027-,0
20027,20028,0
20027,20026,0
20027,random text,0
20027,twentythousandandtwenty-seven,0
43701,"43,701",1
43701,"forty-three thousand, seven hundred and one",1
43701,"43,701a",0
43701,43701-,0
43701,43702,0
43701,43700,0
43701,random text,0
43701,"forty-threethousand,sevenhundredandone",0
16676,"16,676",1
16676,"sixteen thousand, six hundred and seventy-six",1
16676,"16,676a",0
16676,16676-,0
16676,16677,0
16676,16675,0
16676,random text,0
16676,"sixteenthousand,sixhundredandseventy-six",0
15319,"15,319",1
15319,"fifteen thousand, three hundred and nineteen",1
15319,"15,319a",0
15319,15319-,0
15319,15320,0
15319,15318,0
15319,random text,0
15319,"fifteenthousand,threehundredandnineteen",0
99576,"99,576",1
99576,"ninety-nine thousand, five hundred and seventy-six",1
99576,"99,576a",0
99576,99576-,0
99576,99577,0
99576,99575,0
99576,random text,0
99576,"ninety-ninethousand,fivehundredandseventy-six",0
61073,"61,073",1
61073,sixty-one thousand and seventy-three,1
61073,"61,073a",0
61073,61073-,0
61073,61074,0
61073,61072,0
61073,random text,0
61073,sixty-onethousandandseventy-three,0
71997,"71,997",1
71997,"seventy-one thousand, nine hundred and ninety-seven",1
71997,"71,997a",0
71997,71997-,0
71997,71998,0
71997,71996,0
71997,random text,0
71997,"seventy-onethousand,ninehundredandninety-seven",0
58739,"58,739",1
58739,"fifty-eight thousand, seven hundred and thirty-nine",1
58739,"58,739a",0
58739,58739-,0
58739,58740,0
58739,58738,0
58739,random text,0
58739,"fifty-eightthousand,sevenhundredandthirty-nine",0
22444,"22,444",1
22444,"twenty-two thousand, four hundred and forty-four",1
22444,"22,444a",0
22444,22444-,0
22444,22445,0
22444,22443,0
22444,random text,0
22444,"twenty-twothousand,fourhundredandforty-four",0
18365,"18,365",1
18365,"eighteen thousand, three hundred and sixty-five",1
18365,"18,365a",0
18365,18365-,0
18365,18366,0
18365,18364,0
18365,random text,0
18365,"eighteenthousand,threehundredandsixty-five",0
30063,"30,063",1
30063,thirty thousand and sixty-three,1
30063,"30,063a",0
30063,30063-,0
30063,30064,0
30063,30062,0
30063,random text,0
30063,thirtythousandandsixty-three,0
74809,"74,809",1
74809,"seventy-four thousand, eight hundred and nine",1
74809,"74,809a",0
74809,74809-,0
74809,74810,0
74809,74808,0
74809,random text,0
74809,"seventy-fourthousand,eighthundredandnine",0
27995,"27,995",1
27995,"twenty-seven thousand, nine hundred and ninety-five",1
27995,"27,995a",0
27995,27995-,0
27995,27996,0
27995,27994,0
27995,random text,0
27995,"twenty-seventhousand,ninehundredandninety-five",0
87380,"87,380",1
87380,"eighty-seven thousand, three hundred and eighty",1
87380,"87,380a",0
87380,87380-,0
87380,87381,0
87380,87379,0
87380,random text,0
87380,"eighty-seventhousand,threehundredandeighty",0
7283,"7,283",1
7283,"seven thousand, two hundred and eighty-three",1
7283,"7,283a",0
7283,7283-,0
7283,7284,0
7283,7282,0
7283,random text,0
7283,"seventhousand,twohundredandeighty-three",0
6351,"6,351",1
6351,"six thousand, three hundred and fifty-one",1
6351,"6,351a",0
6351,6351-,0
6351,6352,0
6351,6350,0
6351,random text,0
6351,"sixthousand,threehundredandfifty-one",0
68555,"68,555",1
68555,"sixty-eight thousand, five hundred and fifty-five",1
68555,"68,555a",0
68555,68555-,0
68555,68556,0
68555,68554,0
68555,random text,0
68555,"sixty-eightthousand,fivehundredandfifty-five",0
99531,"99,531",1
99531,"ninety-nine thousand, five hundred and thirty-one",1
99531,"99,531a",0
99531,99531-,0
99531,99532,0
99531,99530,0
99531,random text,0
99531,"ninety-ninethousand,fivehundredandthirty-one",0
47235,"47,235",1
47235,"forty-seven thousand, two hundred and thirty-five",1
47235,"47,235a",0
47235,47235-,0
47235,47236,0
47235,47234,0
47235,random text,0
47235,"forty-seventhousand,twohundredandthirty-five",0
95558,"95,558",1
95558,"ninety-five thousand, five hundred and fifty-eight",1
95558,"95,558a",0
95558,95558-,0
95558,95559,0
95558,95557,0
95558,random text,0
95558,"ninety-fivethousand,fivehundredandfifty-eight",0
65828,"65,828",1
65828,"sixty-five thousand, eight hundred and twenty-eight",1
65828,"65,828a",0
65828,65828-,0
65828,65829,0
65828,65827,0
65828,random text,0
65828,"sixty-fivethousand,eighthundredandtwenty-eight",0
95914,"95,914",1
95914,"ninety-five thousand, nine hundred and fourteen",1
95914,"95,914a",0
95914,95914-,0
95914,95915,0
95914,95913,0
95914,random text,0
95914,"ninety-fivethousand,ninehundredandfourteen",0
65339,"65,339",1
65339,"sixty-five thousand, three hundred and thirty-nine",1
65339,"65,339a",0
65339,65339-,0
65339,65340,0
65339,65338,0
65339,random text,0
65339,"sixty-fivethousand,threehundredandthirty-nine",0
7711,"7,711",1
7711,"seven thousand, seven hundred and eleven",1
7711,"7,711a",0
7711,7711-,0
7711,7712,0
7711,7710,0
7711,random text,0
7711,"seventhousand,sevenhundredandeleven",0
97749,"97,749",1
97749,"ninety-seven thousand, seven hundred and forty-nine",1
97749,"97,749a",0
97749,97749-,0
97749,97750,0
97749,97748,0
97749,random text,0
97749,"ninety-seventhousand,sevenhundredandforty-nine",0
13511,"13,511",1
13511,"thirteen thousand, five hundred and eleven",1
13511,"13,511a",0
13511,13511-,0
13511,13512,0
13511,13510,0
13511,random text,0
13511,"thirteenthousand,fivehundredandeleven",0
71216,"71,216",1
71216,"seventy-one thousand, two hundred and sixteen",1
71216,"71,216a",0
71216,71216-,0
71216,71217,0
71216,71215,0
71216,random text,0
71216,"seventy-onethousand,twohundredandsixteen",0
45638,"45,638",1
45638,"forty-five thousand, six hundred and thirty-eight",1
45638,"45,638a",0
45638,45638-,0
45638,45639,0
45638,45637,0
45638,random text,0
